TARGET_B,CONTROL_NUMBER,MONTHS_SINCE_ORIGIN,IN_HOUSE,PEP_STAR,RECENCY_STATUS_96NK,FREQUENCY_STATUS_97NK,RECENT_AVG_GIFT_AMT,RECENT_RESPONSE_COUNT,RECENT_CARD_RESPONSE_COUNT,MONTHS_SINCE_LAST_PROM_RESP,LIFETIME_CARD_PROM,LIFETIME_PROM,LIFETIME_GIFT_AMOUNT,LIFETIME_GIFT_COUNT,LIFETIME_AVG_GIFT_AMT,LIFETIME_GIFT_RANGE,LAST_GIFT_AMT,MONTHS_SINCE_LAST_GIFT,MONTHS_SINCE_FIRST_GIFT
1,57092,53,0,1,S,2,34.67,3,2,16,20,50,142,6,23.67,30,40,16,52
0,57107,29,0,0,A,1,10,2,2,15,8,20,20,2,10,10,15,15,29
1,57119,137,0,1,A,1,0,0,0,,31,70,116,11,10.55,18,18,25,126
0,57123,17,0,0,F,1,0,0,0,,4,13,15,1,15,0,15,18,18
1,57151,65,0,0,A,1,20.5,2,0,26,21,52,159,10,15.9,11,21,26,63
1,57162,41,0,0,A,3,13,2,1,23,13,32,46,4,11.5,10,15,18,41
0,57195,29,0,0,A,2,16.67,3,1,20,11,28,50,3,16.67,20,20,20,33
0,57205,77,0,0,A,1,15,1,0,18,14,40,36,4,9,10,15,18,67
0,57227,77,0,0,A,1,25,1,0,19,19,52,95,4,23.75,5,25,19,77
0,57233,113,0,1,A,1,16,2,1,16,28,70,132,17,7.76,17,20,16,113
0,57237,17,0,0,F,1,30,1,0,16,6,14,30,1,30,0,30,16,16
0,57238,17,0,0,F,1,15,1,1,17,5,13,15,1,15,0,15,17,17
0,57241,29,0,0,A,1,13,2,1,26,11,29,36,3,12,6,16,26,33
0,57253,89,0,0,A,1,15,1,0,25,18,44,40,4,10,12,15,25,88
0,57268,137,0,1,S,3,9,3,0,15,30,73,124,20,6.2,8,6,15,123
0,57269,137,0,1,A,1,15,2,2,15,24,58,77,8,9.63,10,15,15,129
0,57304,113,0,0,A,1,20,2,1,27,28,65,200,13,15.38,20,15,27,113
0,57326,77,0,0,A,1,20,1,0,18,20,53,72,5,14.4,10,20,18,66
1,57332,113,0,1,S,3,6.33,6,4,16,28,70,116,19,6.11,5,6,16,105
0,57345,29,0,0,A,1,10,2,0,18,7,22,20,2,10,10,15,18,32
1,57349,77,0,0,A,4,6.83,6,2,16,18,43,54,9,6,5,7,16,75
0,57368,65,0,1,S,2,21.67,3,1,18,22,52,171,13,13.15,24,10,18,65
1,57369,77,0,1,S,4,5.57,7,6,17,20,47,70,13,5.38,2,5,17,67
0,57375,137,0,1,E,1,14,2,0,15,29,77,200,26,7.69,10,15,15,130
0,57396,137,0,1,S,3,8.8,5,4,21,26,58,91,14,6.5,7,10,21,117
1,57407,17,0,0,N,1,15,1,1,21,5,13,15,1,15,0,15,21,21
0,57412,17,0,0,F,1,15,1,0,16,5,13,15,1,15,0,15,16,16
1,57419,65,0,0,A,1,15,1,0,26,16,42,30,4,7.5,12,15,26,65
0,57432,41,0,0,A,1,20,1,1,21,15,38,52,3,17.33,5,20,21,45
0,57461,101,0,1,S,4,15.63,8,5,15,30,76,260,22,11.82,17,17,15,104
0,57462,113,0,0,A,3,11,4,3,21,17,44,103,12,8.58,8,10,19,105
1,57463,125,0,1,A,1,18,1,0,24,23,55,78,7,11.14,12,18,24,115
0,57469,89,0,1,A,1,10.5,2,2,26,22,60,151,18,8.39,9,12,26,80
0,57470,17,0,0,F,1,25,1,1,17,6,14,25,1,25,0,25,17,17
0,57486,53,0,0,A,1,12,2,1,19,13,32,36,4,9,10,15,19,47
0,57488,53,0,0,A,1,13.5,2,1,18,14,35,35,4,8.75,17,20,18,53
0,57489,53,0,0,A,1,16,1,0,26,12,32,26,2,13,6,16,26,53
0,57492,77,0,0,A,1,18,2,1,18,18,44,55,4,13.75,15,20,18,67
1,57496,77,0,0,A,2,25,2,1,23,23,58,126,8,15.75,20,25,23,77
0,57499,89,0,1,A,1,7.5,2,1,18,23,63,89,17,5.24,7,10,18,87
0,57534,137,0,1,S,2,10.67,3,0,18,30,71,107,14,7.64,7,12,18,129
0,57544,65,0,0,A,3,10,4,2,16,17,44,62,7,8.86,5,10,16,65
0,57548,77,0,0,A,1,100,1,0,15,16,43,170,3,56.67,80,100,15,76
0,57559,113,0,1,A,4,6.71,7,4,17,22,51,79,13,6.08,3,8,17,106
1,57593,137,0,1,S,2,8.4,5,4,17,32,76,109,19,5.74,18,20,17,122
0,57604,77,0,1,S,3,7.5,4,3,15,22,54,122,16,7.63,5,5,15,69
0,57613,29,0,0,A,2,5.75,4,2,27,13,28,41,6,6.83,12,15,18,32
0,57627,17,0,0,N,2,12.5,2,1,16,7,17,25,2,12.5,5,15,16,21
0,57630,65,0,1,A,2,14.33,3,1,15,19,47,69,7,9.86,12,15,15,64
0,57643,41,0,1,A,1,29,4,4,16,17,43,176,7,25.14,30,16,16,44
1,57647,101,0,0,A,2,26.67,3,3,23,26,64,155,9,17.22,25,30,23,92
0,57649,101,0,0,A,4,10,4,1,15,25,66,100,13,7.69,5,10,15,101
0,57665,29,0,1,A,4,10.2,5,3,17,10,25,66,7,9.43,10,11,17,29
0,57669,41,0,0,A,3,10.2,5,1,16,18,39,75,9,8.33,6,11,16,44
0,57676,77,0,1,A,1,17,1,0,18,23,59,90,8,11.25,12,17,18,75
0,57677,89,0,0,A,4,8.33,6,0,16,19,46,84,13,6.46,9,11,16,79
1,57705,89,0,1,S,3,3.86,7,4,20,23,63,93,26,3.58,3,5,20,88
0,57735,17,0,0,N,3,7.5,2,0,15,6,17,21,3,7,5,10,15,20
0,57755,65,0,1,S,3,6.2,5,4,18,20,52,64,12,5.33,9,12,18,57
1,57761,89,0,1,A,1,16,1,0,18,20,57,83,9,9.22,13,16,18,87
0,57768,137,0,1,A,2,10,3,2,16,16,45,90,18,5,8,10,16,128
0,57777,89,0,0,A,1,20,1,0,20,19,56,143,8,17.88,18,20,20,89
0,57784,29,0,0,A,1,25,2,0,26,9,25,50,2,25,0,25,26,31
0,57790,113,0,1,A,1,17.5,2,1,16,27,61,109,8,13.63,10,20,16,103
0,57811,53,0,0,A,1,25,1,0,18,14,37,43,4,10.75,20,25,18,53
0,57819,41,0,0,A,1,22.5,2,1,26,14,34,48,3,16,22,25,26,44
0,57866,29,0,0,A,1,27.5,2,1,15,10,23,55,2,27.5,5,30,15,29
0,57870,41,0,1,S,2,13,3,1,19,16,36,67,7,9.57,17,20,19,43
1,57899,137,0,1,S,2,20,2,1,24,36,84,306,29,10.55,22,20,24,128
1,57909,29,0,0,A,3,9.25,4,2,23,10,25,37,4,9.25,6,10,23,32
1,57928,89,0,1,S,3,11.5,4,2,18,20,48,133,12,11.08,3,13,18,86
1,57929,101,0,1,S,3,10,5,4,19,24,58,108,13,8.31,8,10,19,93
0,57940,29,0,0,A,1,15,2,2,16,10,23,30,2,15,10,20,16,28
0,57946,41,0,0,A,1,15,1,1,21,11,29,27,3,9,10,15,21,40
0,57953,89,0,0,A,1,17.33,3,3,16,24,60,109,8,13.63,13,18,16,80
1,57963,125,0,1,A,2,9.5,4,3,17,30,73,135,16,8.44,15,11,17,126
1,57964,137,0,1,S,4,10.5,4,3,16,20,55,147,16,9.19,8,12,16,130
0,57976,77,0,1,A,2,19,3,1,16,23,57,127,11,11.55,16,21,16,76
0,57982,137,0,1,A,1,9,2,2,32,31,80,176,22,8,8,10,18,130
0,57990,17,0,0,N,1,15,1,1,21,5,13,15,1,15,0,15,21,21
1,57992,77,0,1,S,4,5,6,6,16,22,53,73,15,4.87,2,5,16,68
0,57993,77,0,1,S,1,14.67,3,1,27,20,51,94,8,11.75,15,20,20,76
0,57996,113,0,1,A,1,9.6,5,2,16,30,78,285,33,8.64,11,10,16,113
0,57998,17,0,0,F,1,15,1,1,16,5,13,15,1,15,0,15,16,16
0,58006,29,0,0,N,1,20,1,1,24,6,15,20,1,20,0,20,24,24
0,58014,29,0,0,A,1,9,2,0,18,4,15,18,2,9,12,15,18,32
0,58019,101,0,1,S,3,15.43,7,5,22,28,77,458,38,12.05,37,13,22,93
0,58043,41,0,0,A,1,15,2,0,15,12,28,35,4,8.75,18,20,15,40
0,58044,89,0,0,A,2,13,2,1,16,19,54,88,8,11,11,16,16,80
0,58049,125,0,1,S,3,5,5,3,16,28,66,83,20,4.15,3,5,16,125
0,58075,101,0,1,A,1,15,1,0,16,26,66,133,14,9.5,10,15,16,103
1,58079,101,0,1,A,1,18,2,1,25,25,62,122,9,13.56,15,20,25,95
0,58084,89,0,0,A,1,12.5,2,1,27,18,47,55,6,9.17,12,15,27,81
1,58086,137,0,1,S,4,3.78,9,5,16,30,67,75,23,3.26,4,2,16,123
0,58099,77,0,0,A,1,15,1,0,26,14,39,31,3,10.33,10,15,26,68
0,58105,125,0,1,A,1,21,2,1,23,30,70,193,14,13.79,16,21,23,124
0,58117,41,0,0,A,1,20,2,1,19,17,41,80,4,20,0,20,19,45
1,58130,113,0,1,S,3,7.6,5,4,17,27,65,138,27,5.11,13,15,17,111
0,58145,41,0,1,A,2,28.33,3,3,20,17,41,155,6,25.83,20,30,18,44
1,58147,137,0,1,S,3,5,4,0,18,30,71,97,22,4.41,5,5,18,130
0,58150,29,0,1,S,3,5.2,5,2,15,10,25,26,5,5.2,7,10,15,33
0,58154,113,0,1,S,3,4.25,4,3,20,25,60,76,24,3.17,4,2,20,105
0,58156,17,0,0,F,1,20,1,0,19,5,13,20,1,20,0,20,19,19
0,58160,77,0,0,A,3,9.5,4,2,18,24,56,119,14,8.5,5,10,18,76
0,58174,41,0,1,S,3,12.5,6,5,23,15,37,104,9,11.56,15,18,23,40
0,58178,41,0,1,S,4,6.86,7,6,20,17,38,59,10,5.9,8,8,20,44
0,58187,137,0,0,A,1,15,1,0,27,26,52,57,5,11.4,7,15,27,112
0,58198,113,0,1,S,4,4.17,6,2,18,25,59,51,14,3.64,3,4,15,105
1,58203,29,0,0,A,4,5.33,6,3,18,9,22,32,6,5.33,4,7,18,32
0,58228,101,0,1,A,4,7.33,6,4,19,26,67,139,22,6.32,7,10,19,88
0,58239,137,0,1,S,2,12.67,3,1,19,29,66,106,12,8.83,11,10,18,119
0,58253,41,0,1,A,4,6,5,3,19,15,35,35,6,5.83,5,5,19,44
0,58262,113,0,1,S,3,3.4,5,2,18,26,67,73,25,2.92,4,5,18,105
0,58269,137,0,1,S,2,10,1,0,25,28,69,120,14,8.57,12,15,18,126
1,58284,77,0,0,A,4,4.13,8,5,16,21,50,59,16,3.69,4,4,16,67
0,58290,137,0,1,A,1,15,2,1,26,30,68,97,11,8.82,15,20,26,127
0,58318,53,0,1,S,2,15.75,4,2,23,18,47,120,10,12,20,14,23,53
0,58333,101,0,1,A,1,12,1,0,18,20,61,161,14,11.5,20,12,18,92
1,58351,89,0,1,A,4,9.33,6,3,-11,19,52,62,8,7.75,5,8,18,78
0,58357,101,0,0,A,2,23.67,3,3,16,20,52,120,6,20,12,27,16,92
1,58374,113,0,1,A,2,12.5,4,2,15,35,79,105,11,9.55,12,10,15,102
0,58395,41,0,1,S,4,6.75,8,3,15,15,34,64,10,6.4,3,6,15,40
0,58412,29,0,1,N,4,3.67,6,2,18,9,16,22,6,3.67,8,3,18,26
0,58427,113,0,1,A,1,12.5,2,1,20,28,62,110,13,8.46,12,10,20,113
0,58428,125,0,1,A,1,16,1,0,25,28,61,118,10,11.8,12,16,25,124
1,58447,41,0,1,A,3,10.25,4,3,16,13,29,46,5,9.2,6,10,16,33
0,58460,41,0,1,A,3,8,5,2,18,14,33,43,6,7.17,8,10,18,41
1,58463,77,0,1,A,2,31.33,3,2,19,22,55,189,9,21,28,33,19,75
1,58466,53,0,1,S,4,5.44,9,7,16,16,39,67,12,5.58,7,7,16,51
0,58484,113,0,1,A,1,5,4,2,20,25,69,117,17,6.88,39,10,20,111
0,58488,137,0,1,A,1,13,2,2,19,28,64,84,10,8.4,10,15,19,127
0,58499,137,0,1,A,1,10,3,1,16,31,75,143,21,6.81,7,10,16,129
0,58508,29,0,0,A,2,14,2,2,21,12,27,44,4,11,9,10,18,29
1,58511,89,0,1,S,2,14,2,2,17,24,66,144,14,10.29,9,14,17,88
0,58525,77,0,0,A,1,43.33,3,1,19,25,64,270,11,24.55,45,50,19,77
0,58528,65,0,0,A,1,25,1,0,16,16,40,101,6,16.83,15,25,16,54
1,58538,101,0,1,A,1,15,2,0,18,26,69,185,15,12.33,13,15,18,93
0,58553,41,0,0,A,1,27.5,2,1,21,16,39,75,3,25,10,30,21,45
0,58560,17,0,0,F,1,15,1,1,16,5,13,15,1,15,0,15,16,16
1,58566,29,0,0,A,2,8.5,2,1,16,10,26,37,3,12.33,15,20,15,32
0,58573,65,0,1,S,4,5,12,8,17,21,47,98,20,4.9,1,4,15,56
0,58576,65,0,1,S,4,9.14,7,4,19,22,51,124,16,7.75,5,9,19,65
1,58597,113,0,1,A,1,36.25,4,4,21,27,63,226,9,25.11,45,50,21,105
0,58599,29,0,1,A,4,5.2,5,3,17,11,26,45,8,5.63,7,6,16,28
1,58649,29,0,0,A,3,8.75,4,2,19,11,26,35,4,8.75,5,10,19,31
0,58657,65,0,0,A,1,14,2,0,21,20,48,79,8,9.88,10,15,21,63
0,58668,137,0,1,S,2,10,2,0,15,25,64,68,14,4.86,7,10,15,126
0,58669,137,0,1,S,3,5,4,3,17,28,66,90,17,5.29,5,5,17,128
0,58703,29,0,0,A,1,15,2,1,18,8,23,30,2,15,10,20,18,31
0,58721,77,0,1,A,3,12,5,3,23,24,59,150,21,7.14,23,11,23,69
1,58725,77,0,0,A,2,15,2,1,15,14,39,60,4,15,20,25,15,76
0,58726,89,0,1,S,3,11.8,5,3,22,26,71,202,19,10.63,10,14,17,86
1,58728,101,0,0,A,1,20,1,1,20,19,54,52,5,10.4,15,20,20,98
0,58732,77,0,1,A,1,20,1,0,18,15,45,47,5,9.4,15,20,18,77
0,58738,29,0,0,N,3,8.33,3,1,18,9,21,25,3,8.33,5,10,18,24
1,58749,137,0,1,A,1,14.5,2,1,17,27,67,306,36,8.5,12,14,17,129
0,58750,77,0,1,S,3,6.83,6,5,18,23,57,106,19,5.58,5,8,18,68
0,58753,29,0,1,A,4,5.2,5,3,18,10,23,36,7,5.14,3,6,18,29
0,58777,137,0,1,S,2,14.33,3,1,20,33,81,264,29,9.1,11,13,20,128
0,58781,77,0,1,S,4,14.11,9,6,17,24,61,273,23,11.87,13,13,17,75
1,58786,137,0,1,A,1,10,2,0,25,30,75,109,18,6.06,5,10,25,127
0,58792,29,0,0,N,2,15,2,1,19,9,20,30,2,15,10,20,19,24
0,58800,41,0,1,S,3,18.4,5,2,15,13,34,102,6,17,10,20,15,38
1,58808,17,0,1,N,2,15,1,1,17,5,14,21,2,10.5,9,6,15,17
0,58811,29,0,1,A,4,7.6,5,4,17,10,25,45,6,7.5,10,6,17,27
0,58835,137,0,1,A,2,10,3,2,17,27,64,87,12,7.25,8,10,17,126
1,58850,113,0,1,S,4,6,4,1,17,24,56,81,23,3.52,3,6,17,103
0,58865,125,0,1,A,1,25,1,0,25,28,63,110,8,13.75,25,25,25,122
0,58882,89,0,0,A,1,40,2,2,16,26,62,154,9,17.11,45,30,16,88
1,58883,29,0,1,A,3,8.2,5,3,16,12,29,47,6,7.83,9,10,16,29
0,58884,29,0,1,S,4,5,4,3,21,12,27,31,6,5.17,1,5,18,33
0,58885,41,0,1,S,3,8.43,7,4,17,15,33,71,9,7.89,5,10,17,41
0,58891,137,0,1,A,1,10,1,1,17,29,71,148,16,9.25,10,10,17,126
0,58908,29,0,0,A,3,8.75,4,2,16,11,24,35,4,8.75,5,10,16,30
0,58918,89,0,1,A,1,13.5,2,0,21,22,51,84,10,8.4,12,15,21,80
1,58934,17,0,0,F,1,15,1,1,17,5,13,15,1,15,0,15,17,17
0,58954,137,0,1,S,3,5.4,5,1,18,32,80,146,29,5.03,6,5,18,130
0,58955,137,0,1,S,4,3.29,7,3,16,30,72,84,28,3,3,3,16,123
0,58969,137,0,1,L,1,12.5,2,1,15,32,75,147,14,10.5,10,10,15,127
0,58973,17,0,0,N,3,7.5,2,0,16,6,17,25,3,8.33,5,10,16,20
0,58988,17,0,0,F,1,20,1,1,17,5,13,20,1,20,0,20,17,17
1,58991,89,0,0,A,2,15,2,0,18,18,47,100,5,20,40,20,18,88
0,58993,29,0,0,A,1,20,2,2,24,9,21,40,2,20,0,20,24,29
0,59015,125,0,1,A,2,6.67,3,0,15,26,64,82,13,6.31,5,10,15,123
0,59018,137,0,1,A,1,10,1,0,15,31,78,194.01,23,8.44,11.99,10,15,126
0,59022,29,0,1,A,4,5.8,5,4,16,10,24,32,6,5.33,4,7,16,29
0,59025,17,0,0,N,1,18,1,1,21,5,13,18,1,18,0,18,21,21
1,59070,89,0,1,A,1,10,3,0,18,25,62,123,12,10.25,11,10,18,81
0,59074,101,0,1,S,3,6.5,4,4,18,28,71,104,18,5.78,7,5,18,97
0,59076,137,0,1,A,1,11,2,1,16,27,72,87,15,5.8,9,12,16,128
0,59077,137,0,0,A,3,12,3,1,18,31,70,147,14,10.5,9,12,18,108
0,59080,29,0,1,A,3,8.5,4,3,19,10,22,34,4,8.5,3,8,19,30
0,59107,29,0,0,A,2,12.5,2,1,20,10,24,50,4,12.5,15,20,18,29
0,59142,89,0,1,A,1,15,2,2,24,22,54,76,9,8.44,12,15,24,88
0,59167,17,0,0,F,1,15,1,0,16,5,13,15,1,15,0,15,16,16
0,59175,29,0,0,F,1,20,1,1,21,6,14,20,1,20,0,20,21,21
0,59178,29,0,1,S,3,7.4,5,4,15,10,26,37,5,7.4,5,8,15,32
0,59182,41,0,0,A,1,15,2,0,18,15,37,50,5,10,15,20,18,45
0,59192,29,0,0,A,2,17.8,5,1,15,12,31,89,5,17.8,15,19,15,32
0,59204,113,0,1,S,4,6.77,13,7,15,29,76,258,45,5.73,7,6,15,112
0,59219,17,0,0,N,3,18.5,2,2,16,8,20,47,3,15.67,10,17,16,21
1,59225,137,0,1,S,4,8,5,3,18,31,72,91,16,5.69,7,7,18,126
1,59240,89,0,0,A,2,12.5,2,1,16,15,46,45,5,9,10,15,16,80
1,59249,17,0,0,F,1,15,1,1,16,5,13,15,1,15,0,15,16,16
0,59259,65,0,1,A,1,15,3,2,26,21,53,118,11,10.73,20,10,26,64
0,59265,101,0,1,A,1,12.5,2,1,18,26,62,142,12,11.83,15,15,18,101
1,59285,113,0,0,A,1,15,1,0,19,20,54,60,5,12,10,15,19,104
0,59290,17,0,0,F,1,25,1,1,17,6,13,25,1,25,0,25,17,17
0,59292,53,0,1,F,1,17.5,4,2,16,23,58,122,9,13.56,20,20,8,53
0,59294,29,0,0,N,1,15,1,1,24,6,16,15,1,15,0,15,24,24
0,59296,41,0,0,A,1,13,2,2,22,10,24,26,2,13,6,16,22,35
0,59304,113,0,1,A,3,11.4,5,0,18,25,63,96,11,8.73,10,13,18,104
0,59309,17,0,0,F,1,20,1,1,20,6,15,20,1,20,0,20,20,20
0,59311,77,0,1,A,1,25,1,0,27,22,55,118,10,11.8,22,25,27,69
0,59318,17,0,0,F,1,30,1,0,20,6,16,30,1,30,0,30,20,20
0,59354,29,0,1,A,4,5.2,5,3,18,10,24,29,6,4.83,3,5,18,29
0,59368,53,0,0,F,1,14.5,2,0,19,14,39,41,4,10.25,15,20,19,52
0,59370,101,0,1,A,1,15,1,0,27,23,59,95,9,10.56,5,15,27,93
0,59409,77,0,1,A,4,14.57,7,3,17,23,57,181,16,11.31,20,25,17,68
0,59417,113,0,0,A,1,18.5,2,2,23,16,39,134,9,14.89,20,17,23,104
0,59427,77,0,0,A,1,20,2,2,17,19,46,79,5,15.8,21,20,17,73
0,59462,101,0,1,A,1,19,1,0,16,24,66,192,16,12,17,19,16,93
0,59468,77,0,0,A,2,16.25,4,0,18,20,52,95,7,13.57,15,15,18,69
0,59486,77,0,1,S,4,8,4,2,18,20,50,85,12,7.08,5,10,18,68
0,59495,77,0,1,A,3,7,5,5,21,23,52,91,14,6.5,4,7,21,75
0,59498,89,0,1,S,3,10.8,5,3,20,24,54,168,17,9.88,8,10,20,80
1,59518,65,0,0,A,3,8,5,3,21,16,37,62,9,6.89,5,10,21,57
0,59533,113,0,1,A,1,20,1,1,29,21,56,84,7,12,17,20,27,104
1,59561,41,0,0,A,3,9,4,1,16,14,34,41,5,8.2,5,10,16,44
0,59565,137,0,1,A,1,45,2,1,26,30,75,268,14,19.14,45,50,26,128
0,59569,41,0,1,A,4,10.17,6,5,16,14,39,72,8,9,6,11,16,41
0,59571,29,0,0,A,2,20,3,1,19,11,26,60,3,20,15,25,19,32
0,59572,17,0,0,F,2,11.5,2,1,15,5,14,23,2,11.5,17,3,15,16
0,59581,101,0,1,A,1,15,1,0,27,23,60,68,7,9.71,12,15,27,104
0,59584,137,0,1,A,3,5,2,1,15,19,50,78,15,5.2,2,5,15,130
1,59588,137,0,1,S,3,2,4,3,23,28,62,104,35,2.97,5,5,19,129
0,59596,89,0,1,A,3,10,5,4,17,22,57,87,10,8.7,7,10,17,81
1,59598,113,0,0,A,3,10,1,0,26,22,57,200,11,18.18,97,100,18,102
0,59600,137,0,1,A,1,10,2,1,18,25,57,61,17,3.59,9.75,11,18,125
1,59610,29,0,0,A,1,10,2,1,18,8,21,20,2,10,10,15,18,32
0,59622,101,0,0,A,3,11.67,3,1,16,22,56,71,9,7.89,12,10,16,91
0,59626,113,0,1,A,1,16.75,4,3,16,28,66,121,11,11,17,19,16,113
0,59628,137,0,1,S,2,25,2,0,19,22,55,192,15,12.8,23,25,19,131
0,59644,41,0,0,A,1,15,3,2,21,15,34,55,4,13.75,10,20,21,41
1,59645,41,0,1,A,4,4.67,6,4,17,17,37,45,10,4.5,4,5,17,45
0,59648,65,0,0,A,1,15,2,2,20,16,42,52,4,13,6,16,20,57
0,59651,89,0,1,A,2,15.67,3,1,15,21,58,88,8,11,12,17,15,86
0,59656,137,0,1,S,2,11,2,2,20,30,72,118,17,6.94,9,12,20,130
0,59657,17,0,0,F,1,15,1,1,16,5,13,15,1,15,0,15,16,16
0,59680,113,0,1,A,1,15,2,1,21,28,69,192,20,9.6,10,15,21,104
0,59681,125,0,1,A,1,12,1,0,26,24,64,174,17,10.24,12,12,26,124
0,59695,101,0,0,A,1,20,1,0,26,24,59,89,8,11.13,15,20,26,98
0,59696,113,0,1,A,1,14,2,2,21,27,68,125,13,9.62,10,15,21,105
0,59697,125,0,1,A,1,16,1,1,17,18,45,98,10,9.8,13,16,17,114
0,59699,17,0,0,F,1,15,1,1,16,5,12,15,1,15,0,15,16,16
0,59703,29,0,1,N,3,10.67,3,2,17,9,24,32,3,10.67,2,12,17,24
0,59719,89,0,0,A,1,18.33,3,2,18,24,57,150,8,18.75,15,20,18,81
0,59731,89,0,1,A,1,8.5,4,4,25,26,70,139,18,7.72,7,10,25,85
0,59743,41,0,0,A,3,8.67,3,1,18,13,32,40,6,6.67,9,8,18,45
1,59744,53,0,1,A,3,10.5,4,3,16,15,40,63,7,9,9,12,16,53
1,59746,137,0,1,S,4,4.73,11,6,15,34,80,160,33,4.85,5,3,15,129
0,59747,137,0,1,A,1,20,1,1,17,32,79,254,19,13.37,15,20,17,130
0,59780,113,0,0,A,2,15,2,2,23,24,61,121,8,15.13,10,20,23,113
0,59791,29,0,0,N,1,0,0,0,,5,13,20,1,20,0,20,23,23
0,59808,137,0,1,S,4,17.5,6,4,22,32,87,731,45,16.24,22,10,22,128
0,59809,137,0,1,A,1,5,1,0,31,26,60,66,12,5.5,18,10,23,126
1,59811,53,0,0,A,2,17.67,3,1,15,18,42,107,7,15.29,22,3,15,52
1,59814,125,0,1,S,4,5,6,1,24,28,67,109.07,20,5.45,11.93,5,24,123
0,59819,29,0,0,A,1,12.5,2,1,16,10,22,25,2,12.5,15,20,16,27
0,59847,77,0,0,A,1,25,1,0,20,18,49,77,4,19.25,15,25,20,76
0,59851,113,0,1,S,4,8.11,9,4,18,21,52,96,14,6.86,7,10,18,103
0,59862,89,0,1,S,2,13.33,3,0,19,25,61,111,14,7.93,12,15,19,87
0,59866,77,0,0,L,1,22.5,2,2,15,17,47,62,5,12.4,20,25,15,68
0,59876,29,0,0,E,1,10.33,3,2,15,9,23,31,3,10.33,10,15,15,33
0,59880,41,0,1,S,4,6.13,8,5,18,16,37,64,12,5.33,8,5,18,40
0,59891,101,0,1,S,2,10,3,2,18,25,66,109,18,6.06,7,10,18,94
0,59903,77,0,1,S,3,7.75,4,3,21,21,60,159,16,9.94,18,6,19,68
1,59906,77,0,1,S,4,7.57,7,1,15,20,53,79,13,6.08,6,7,15,75
0,59911,137,0,1,S,4,10.75,12,6,19,40,94,563,60,9.38,12,10,17,128
0,59927,77,0,1,S,4,7,5,1,15,24,61,159,23,6.91,22,7,15,76
0,59937,137,0,1,S,3,7.75,4,2,18,26,61,100,12,8.33,5,9,18,114
0,59964,65,0,0,A,4,4.6,5,2,18,16,42,34,8,4.25,3,4,18,65
0,59974,17,0,0,F,1,15,1,1,21,5,12,15,1,15,0,15,21,21
0,59982,29,0,0,A,1,10,2,0,26,8,23,20,2,10,10,15,26,32
1,59984,41,0,0,A,1,16,2,0,18,12,26,35,3,11.67,14,17,18,41
0,59985,41,0,0,A,2,16,1,1,16,13,37,41,4,10.25,11,16,16,44
0,59994,77,0,1,S,4,5.67,3,2,16,13,40,33,7,4.71,4,7,16,75
0,59999,113,0,0,A,1,42,2,1,21,30,69,200,9,22.22,45,50,21,111
0,60005,137,0,1,S,2,9.25,4,2,19,33,70,118,18,6.56,7,10,19,119
0,60031,17,0,0,F,1,15,1,1,17,5,13,15,1,15,0,15,17,17
0,60038,53,0,0,A,1,15,1,1,17,16,39,35,4,8.75,10,15,17,52
0,60071,17,0,0,F,1,20,1,1,17,5,13,20,1,20,0,20,17,17
0,60090,41,0,1,A,1,11,5,5,20,16,37,85,8,10.63,5,15,20,41
1,60098,65,0,0,A,2,11.8,5,4,22,20,45,119,12,9.92,10,11,22,65
0,60100,65,0,1,S,3,8,3,2,16,18,46,53,8,6.63,7,7,16,64
1,60104,77,0,1,S,4,10.5,4,2,18,22,58,122,14,8.71,12,11,18,75
0,60105,77,0,0,A,1,20,2,1,18,16,37,53,4,13.25,17,20,18,76
0,60121,125,0,1,A,4,5,8,6,17,27,64,83,17,4.88,2,5,17,125
0,60122,137,0,1,S,4,3.57,7,2,15,32,73,97,21,4.62,12,3,15,120
0,60127,17,0,0,N,2,10,1,1,18,8,17,25,2,12.5,5,10,18,21
0,60133,29,0,0,E,1,15,2,1,15,8,20,30,2,15,10,20,15,30
0,60147,77,0,0,A,1,20,1,1,30,24,61,150,10,15,20,25,17,77
0,60164,137,0,1,S,3,18.5,2,0,15,26,64,341.1,31,11,15,20,15,130
0,60169,29,0,0,N,1,15,1,1,26,7,15,15,1,15,0,15,26,26
0,60172,29,0,0,A,1,14,2,1,21,9,25,28,2,14,2,15,21,32
0,60173,29,0,1,A,3,7.4,5,2,17,11,26,37,5,7.4,6,9,17,32
0,60176,41,0,1,A,4,6,7,6,17,15,32,54,10,5.4,4,6,17,40
0,60184,125,0,1,S,3,6.33,3,1,16,23,57,79,17,4.65,6,5,16,119
1,60195,29,0,0,A,1,13.5,2,1,18,8,20,27,2,13.5,13,20,18,28
0,60244,89,0,1,S,3,12,4,2,18,21,55,66,8,8.25,10,13,18,87
0,60248,113,0,0,A,2,13,2,1,15,21,55,68,8,8.5,11,10,15,104
1,60252,113,0,1,S,2,19.67,3,1,16,28,66,148,11,13.45,20,25,16,113
0,60256,137,0,1,A,1,16,3,1,19,28,70,124,13,9.54,17,20,19,116
1,60265,137,0,1,S,3,5.5,4,3,15,16,43,63,20,3.15,5,5,15,130
